STATIONS_ID,MESS_DATUM,QN_3,  FX,  FM,QN_4,RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor
3379,19850101,10,14,4,10,1.2,7,0.1,5,8,4.2,947.7,-2.4,82,-1,-8.5,-8.6,eor
3379,19850102,10,14,3.8,10,4.5,7,0,8,8,4.5,939.1,-4,94,-0.5,-5.6,-3.1,eor
3379,19850103,10,13,3.9,10,1.5,7,0.2,19,7.3,3,944.6,-6.8,83,-5.6,-8.6,-9.4,eor
3379,19850104,10,18,3.5,10,4.3,7,2.9,21,5.7,2.8,940.4,-9.5,88,-6,-13.2,-8,eor
3379,19850105,10,6,2.4,10,1.3,7,0.8,26,8,2.2,944.5,-11.4,86,-10.4,-14.3,-13.7,eor
3379,19850106,10,4.5,1.5,10,0,7,4.9,28,2.7,1.8,946.4,-13.6,77,-9.4,-16.4,-12,eor
3379,19850107,10,3.5,1,10,0,7,1.6,25,2.7,1.2,943.3,-18.7,85,-15.1,-20.2,-22.3,eor
3379,19850108,10,5,1.4,10,0,7,2.1,22,3.7,1.2,948.6,-18.4,85,-17.1,-21,-22.7,eor
3379,19850109,10,6,1.5,10,0,0,6.9,19,2.3,1.4,952,-15.6,76,-11,-18.6,-20.1,eor
3379,19850110,10,4.5,1.1,10,0.3,7,6.7,17,2.7,2.1,954.6,-11,80,-7.2,-18,-21.3,eor
3379,19850111,10,3.3,1,10,0,7,5.2,15,2.3,2.6,960.6,-9.4,85,-6.5,-12.1,-11.9,eor
3379,19850112,10,7,1.9,10,2.6,7,0,15,7,2.5,956.5,-9,84,-6.4,-15.4,-17.4,eor
3379,19850113,10,8,1.8,10,0.1,7,0.3,21,6.7,2.2,955,-11.6,86,-7,-12.3,-9.8,eor
3379,19850114,10,12,2.2,10,0.5,7,0,20,8,2.2,949.9,-11.2,84,-10.3,-13.5,-13.5,eor
3379,19850115,10,6.5,1.3,10,0,0,1.5,21,6.3,2.3,952.9,-10,81,-7.5,-13,-15.4,eor
3379,19850116,10,5.3,1.5,10,0,6,0,20,8,3,954.5,-8.6,93,-7.5,-11.3,-12,eor
3379,19850117,10,2,0.8,10,0,0,0,20,5,3.1,947.3,-6.6,84,-4.4,-10,-9.6,eor
3379,19850118,10,1.8,0.3,10,0,0,4.5,18,3.3,3.2,938.9,-6.6,84,-1.9,-10.2,-11.3,eor
3379,19850119,10,2.5,0.5,10,3.5,7,0,17,8,4.9,941.4,-1.6,91,0,-7.6,-8.5,eor
3379,19850120,10,2.5,0.7,10,0.3,8,0,19,8,5.5,943.4,0,91,0.6,-1.1,-1.3,eor
3379,19850121,10,6,1.3,10,0.5,6,6.1,13,5,6,940.6,2.6,82,7,-1.1,-3,eor
3379,19850122,10,6.5,0.6,10,8.6,6,0,9,7.3,6.9,937.5,4,85,6.4,1,0.5,eor
3379,19850123,10,6,1.6,10,22.6,8,0,8,8,7.8,939.6,4.1,95,5.6,2.3,1,eor
3379,19850124,10,14,2.9,10,2.9,7,1.2,13,4.3,4.9,948.6,-1.8,87,4,-3.1,-0.4,eor
3379,19850125,10,6.5,2.7,10,0,6,0.1,13,5.3,4.1,945.2,-1,73,1,-7.2,-8.9,eor
3379,19850126,10,6.5,1.3,10,1.8,6,0,13,7,5.8,936.2,3.2,76,6.3,-1.8,-999,eor
3379,19850127,10,11,2.6,10,1.1,8,0,10,7.7,4.8,949.3,-0.2,75,3.7,-2.2,1,eor
3379,19850128,10,7.5,2.2,10,0,0,2.7,10,4.3,3.8,951.4,-2.8,78,-1.2,-5.6,-6,eor
3379,19850129,10,4,0.9,10,0,6,6.8,10,3.3,5.6,960.6,1.9,78,7.6,-2.6,-2.4,eor
3379,19850130,10,12.5,3.1,10,5.9,6,0,5,7.7,6.9,961,3.8,85,5.6,-2.2,-4.1,eor
3379,19850131,10,15,3.8,10,19.1,6,4.7,3,7,7.2,957.2,5.4,82,8.8,1.3,-1.2,eor
3379,19850201,10,20,6.5,10,1.3,6,0,0,7.7,8.1,955.7,7.2,81,8.4,3.7,3.8,eor
3379,19850202,10,17,5.3,10,25.5,6,0,0,6.7,8.7,953.5,6.4,91,8,5.2,6.5,eor
3379,19850203,10,14,3.1,10,0.8,6,2.8,0,4.7,5.5,962.4,2,73,6.6,-0.6,5,eor
3379,19850204,10,9,1.1,10,0,0,8.7,0,1,3.3,962.7,0.6,53,4.5,-3,-999,eor
3379,19850205,10,6.5,0.8,10,0,0,8.6,0,0.3,4.8,953.7,2.6,68,9.5,-3.4,-999,eor
3379,19850206,10,10.5,3.2,10,6.3,8,0,0,8,8.1,951.7,6.2,85,7.1,2,1.9,eor
3379,19850207,10,8.9,2.5,10,2,8,0,0,8,5.4,953.3,0.5,82,6.2,-0.6,1.9,eor
3379,19850208,10,9.4,2.4,10,10.8,8,0,0,8,4.4,945.5,-1.6,82,-0.4,-3.6,-4,eor
3379,19850209,10,14.5,2.1,10,25,8,0,0,7.3,8.1,937.6,5.4,92,6.2,-0.8,-1.8,eor
3379,19850210,10,8,2.9,10,1.7,7,0,4,8,2.8,940.9,-8.2,85,6,-8.7,-7,eor
3379,19850211,10,10.3,2.6,10,0,7,7.6,5,2.3,1.9,944,-11.5,76,-8.6,-13.6,-14.9,eor
3379,19850212,10,10.2,3.3,10,0,7,7.2,5,2.3,1.8,945.5,-11.6,74,-8.7,-14.6,-14.8,eor
3379,19850213,10,8.1,2,10,0.8,7,8.6,4,2.3,2.1,944.4,-8.6,69,-5.5,-14.6,-15.1,eor
3379,19850214,10,6.5,1.3,10,8.2,8,0,5,8,5.1,946.4,-1,90,1.8,-7.5,-8.5,eor
3379,19850215,10,7,1.7,10,0,0,2.7,10,3.3,2.5,955.5,-8.4,75,-0.8,-10.2,-6.8,eor
3379,19850216,10,9.4,1.8,10,0,0,8,8,0,2.1,963,-7.8,67,-2,-15.2,-17.5,eor
3379,19850217,10,7.5,1.4,10,0,0,8,8,2.7,2.5,958.1,-6.2,66,-1.6,-11,-12.6,eor
3379,19850218,10,5.8,1.7,10,0,0,9.1,8,2.3,1.9,963.8,-9.6,64,-5.8,-12.2,-12.5,eor
3379,19850219,10,5.5,1.1,10,0,0,7.8,7,1.7,1.9,967.4,-7.7,59,-4.1,-13.6,-15,eor
3379,19850220,10,5,0.8,10,0,0,9,7,1.7,2,968.4,-7.2,59,-2.1,-13,-14.6,eor
3379,19850221,10,4.7,1.1,10,0.3,7,3.5,6,7.3,2.6,964.5,-3.8,60,0.1,-10.3,-12.8,eor
3379,19850222,10,5.5,1.7,10,0,7,1.1,7,7.3,4.4,966.4,-1.5,81,1,-3.9,-4.2,eor
3379,19850223,10,5.5,0.7,10,2.3,7,5.6,7,5,3.6,968,-0.5,66,3.6,-6.5,-9,eor
3379,19850224,10,10.5,2.9,10,0.8,8,0.1,7,6.3,6,968.1,2.3,84,4.8,-1,-3.3,eor
3379,19850225,10,5.5,0.7,10,0,0,8.3,4,4.3,6.4,964.7,3.4,82,10.3,-1.6,-5.3,eor
3379,19850226,10,4.1,0.3,10,0,0,6.7,2,5,6.1,963,3.2,79,10.8,-0.1,-1.4,eor
3379,19850227,10,4.5,0.5,10,0,0,0,0,6.3,6.3,962.3,1.9,89,5.6,0.4,-0.3,eor
3379,19850228,10,3.1,0.3,10,0,0,0,0,8,6.5,960.4,3.8,83,6.7,-0.2,-0.4,eor
3379,19850301,10,5.6,0.8,10,0.2,6,5.7,0,5,6.7,956.3,7.5,66,13.4,2.7,1,eor
3379,19850302,10,5,1.2,10,10.6,8,0,0,8,7,952.5,2.9,90,7,1.1,2.5,eor
3379,19850303,10,6.1,1.1,10,0.7,8,2.4,0,6.7,6.5,953.9,3.3,83,6.9,1,0,eor
3379,19850304,10,6.5,1.1,10,0,0,2.5,0,7.7,6.3,951.6,2.8,85,6.5,-0.6,-1.1,eor
3379,19850305,10,5.5,0.9,10,0.1,6,0,0,8,6.4,957.2,1.7,93,3.2,0.9,0.6,eor
3379,19850306,10,4.7,0.6,10,0,0,0,0,8,6.7,963,3.7,84,4.5,1.3,0.4,eor
3379,19850307,10,6,1.2,10,0,0,0,0,8,6.2,963.8,2.9,82,4.2,2,2.2,eor
3379,19850308,10,8.5,2.1,10,0,6,0,0,8,5.7,966.8,2.4,80,3,1,0.6,eor
3379,19850309,10,6.5,0.9,10,0,7,0.4,0,7.3,5.6,968.7,3.5,71,5.2,1.3,-0.5,eor
3379,19850310,10,5.4,1.4,10,0,7,0,0,8,4.8,966.6,0.2,77,3.8,-0.5,-1.8,eor
3379,19850311,10,7.8,2,10,0.7,8,2.1,0,7,4.6,964,-0.5,79,2,-3,-3,eor
3379,19850312,10,8,1.9,10,0,0,0.3,2,5.7,5.2,962,1.1,80,3.1,-1,-1.5,eor
3379,19850313,10,9,0.9,10,0,0,0,0,8,5.6,956.7,1.8,81,2.6,0.6,-1.1,eor
3379,19850314,10,8,2.4,10,0.4,8,0,0,8,5.2,948.8,3.2,68,4.7,1.2,0.6,eor
3379,19850315,10,7,2.1,10,1.2,8,1.1,0,5,5.6,946.2,0.2,89,3.9,-0.4,-0.2,eor
3379,19850316,10,16.9,2.8,10,9.8,7,6.6,0,6,4.8,937.6,1.1,74,7.9,-2.8,-3.7,eor
3379,19850317,10,10,3.4,10,9.4,8,1.2,4,7.7,4.9,937,-0.9,85,0.7,-1.7,-1.9,eor
3379,19850318,10,9.5,3.1,10,23,7,0,12,8,4.9,939,-2.2,94,-0.9,-2.7,-1.9,eor
3379,19850319,10,8,1.8,10,0,7,0.2,31,7,4.2,942.7,-1.6,79,0,-3.5,-4.5,eor
3379,19850320,10,4.7,0.7,10,0,0,8.5,28,2,4.6,939.2,0.2,77,5.1,-5.2,-6.4,eor
3379,19850321,10,6.2,1.1,10,0,0,3.4,19,5.7,5.4,932.6,2.3,76,8,-4.6,-5.7,eor
3379,19850322,10,4.8,0.6,10,0,0,8.9,16,4,5.9,933.6,3.7,76,10,-1.8,-3.4,eor
3379,19850323,10,5.9,1.5,10,0.5,6,1,8,6.7,6.5,941.5,4.6,77,8.8,-0.1,-1.6,eor
3379,19850324,10,7.5,1.7,10,0,0,6.5,7,5,5.7,945.3,5.6,64,11.6,1.5,0.9,eor
3379,19850325,10,8.9,2.6,10,0,0,9.8,0,2.7,5.4,947.7,7.6,56,14.2,2.2,1.4,eor
3379,19850326,10,17.4,3.2,10,0,0,7.6,0,4,6,945.5,9.4,53,15.3,3.4,2.4,eor
3379,19850327,10,14,2.7,10,1.3,8,1.9,0,7,7.2,941.4,5.6,80,10.4,3,1.7,eor
3379,19850328,10,13.5,3.6,10,1.1,8,4.7,0,3.7,5.4,951,0.5,85,5.9,-0.6,-1.5,eor
3379,19850329,10,17,4.4,10,0,7,4.8,0,6,4,954.3,5.4,47,7.6,-0.5,-1.1,eor
3379,19850330,10,15,3.3,10,0,0,5.5,0,5,3.9,950.9,11.1,30,15.4,3.8,2,eor
3379,19850331,10,20.7,4.4,10,0,6,3.1,0,7.3,6.8,951,10.8,53,17.2,8.2,4.4,eor
3379,19850401,10,10.7,2.3,10,0,6,1.8,0,4.7,6.9,956,11.1,53,17,5.3,4,eor
3379,19850402,10,18,-999,10,0,6,8.7,0,4,8.5,956.6,12.4,57,16.6,6,6.2,eor
3379,19850403,10,8.6,1.8,10,0,0,11,0,1.3,8.1,959.1,12.7,57,18.4,6.1,4.7,eor
3379,19850404,10,7.9,1.4,10,0,0,11.4,0,3.7,8.3,949.3,15.6,50,23.7,4.9,3.7,eor
3379,19850405,10,11.5,1.7,10,0,0,8.6,0,4.7,8.4,941.4,15.8,49,22.7,8.7,6.4,eor
3379,19850406,10,22,2.3,10,5.9,6,4.5,0,4.7,9.1,942.3,10.7,67,17,6.6,9.6,eor
3379,19850407,10,12.6,3.9,10,0,0,11,0,1.7,5.8,945.7,12.2,44,17.6,7.2,6.7,eor
3379,19850408,10,12.6,3.4,10,4.6,6,0,0,5.3,9.2,942,8.3,82,12.5,7.3,8.3,eor
3379,19850409,10,9.8,2.4,10,9,6,0,0,7.3,9.6,939.5,8.2,89,10.3,4.7,3.7,eor
3379,19850410,10,12.5,2.1,10,8.8,6,0,0,6,8.6,947.8,6.5,89,9,6,5.7,eor
3379,19850411,10,13.8,2.6,10,3.7,6,6.4,0,4,7.2,948.9,9.4,63,12.8,4.2,3.4,eor
3379,19850412,10,19,4.5,10,0.4,6,2.7,0,7.3,6.2,947.6,5.2,69,9.6,3.4,2.3,eor
3379,19850413,10,18,5.4,10,2.3,6,2.3,0,4.7,6.5,945.2,6.7,64,12,3.4,2.7,eor
3379,19850414,10,18.1,5.4,10,0.6,8,9.6,0,4,6.6,946.2,7.1,66,11.2,3.7,2.9,eor
3379,19850415,10,11.5,4.2,10,9.4,6,2,0,7,7.1,957.2,3.3,90,8,2.7,3.6,eor
3379,19850416,10,11.7,3.4,10,1.6,6,0.8,0,7.7,7.4,960.9,6.2,79,9,2.7,2.3,eor
3379,19850417,10,9.7,2.1,10,0,0,9.7,0,3,5.6,966.5,6.1,63,8.9,2.6,1.9,eor
3379,19850418,10,11,2.2,10,0,0,10.1,0,1.3,6.5,962.8,7.6,64,11.5,2.7,1.7,eor
3379,19850419,10,10.2,1.8,10,0,0,11.6,0,1,6,957.1,10.6,49,14.8,3.8,2.5,eor
3379,19850420,10,10.7,1.5,10,0,0,12,0,2,7,947.8,14.3,47,20.6,3.2,2.2,eor
3379,19850421,10,10.8,1.9,10,0,0,12.2,0,0,7.4,948.3,16.4,44,21.8,7.6,3.7,eor
3379,19850422,10,7.2,1.1,10,0,0,6.9,0,6.3,9.2,948.2,14.5,55,20.5,6.3,7.4,eor
3379,19850423,10,9.2,2.7,10,6.7,8,0.9,0,7.7,10.1,945.5,10.7,76,15,8.5,9.7,eor
3379,19850424,10,9.5,2.3,10,0,0,2,0,5,4.3,954.6,2.7,59,8.5,0.3,0.1,eor
3379,19850425,10,8.5,2,10,0.4,6,12.3,0,1.7,5.2,951,7.3,56,13.5,-0.7,-1,eor
3379,19850426,10,5.5,1.5,10,0.5,6,0,0,7.3,6.3,951,2.8,85,7.8,0.6,0.7,eor
3379,19850427,10,15.5,3,10,7.5,8,5.7,0,6,5.1,944,7.6,52,11.2,1,0.6,eor
3379,19850428,10,20,5,10,1.3,7,7.7,7,6.3,5.3,944.9,1.9,77,9,-0.8,-0.5,eor
3379,19850429,10,17.8,4.8,10,1.3,8,5.4,0,5.3,5.8,948.2,3,76,5.6,0.3,0.2,eor
3379,19850430,10,12.5,3.4,10,4.9,6,0.6,0,8,8,949.4,6.1,87,7.4,2.2,2,eor
3379,19850501,10,17.5,4.9,10,28.6,6,1.6,0,7.3,9,949.1,9.6,76,12.1,6.5,6.1,eor
3379,19850502,10,11,3.8,10,16.6,8,0,0,6.7,7.3,943.1,3.5,94,10,0.7,2.9,eor
3379,19850503,10,13.8,3.6,10,0,6,5.7,0,5.7,6.3,944.3,5.2,72,8.1,2,1.7,eor
3379,19850504,10,8,1.5,10,0,0,9.7,0,5,6.8,944.8,8.8,62,13,-0.2,-1,eor
3379,19850505,10,9.5,1.6,10,0,0,8.9,0,3.3,7.9,943.7,12.1,56,16.4,7.5,6.9,eor
3379,19850506,10,14.8,2.5,10,0,0,9.1,0,4.3,8.9,938,14.8,57,20.8,6.3,5,eor
3379,19850507,10,17.8,3.2,10,20.1,6,4.9,0,6.3,10.7,934.3,15.2,62,20.5,12.6,11.7,eor
3379,19850508,10,10,2.5,10,25.2,6,0,0,8,9.7,939.7,8.2,90,13.4,5.9,5.4,eor
3379,19850509,10,13.6,3,10,3.1,6,0,0,6.7,9.4,947.1,8.7,83,11.3,7.4,6.6,eor
3379,19850510,10,8,1.3,10,1.3,6,6.7,0,5,9.7,949.9,12.6,67,16.4,7.4,6.3,eor
3379,19850511,10,9.5,1.1,10,0,0,13.1,0,1.3,10.6,948.9,16,62,21.4,8,6.4,eor
3379,19850512,10,10,2,10,0,0,5.2,0,5,10.2,946.5,17.4,53,24.6,10.9,9,eor
3379,19850513,10,13,2.4,10,0,0,8.1,0,5.3,10.4,945.5,21,46,27.2,12.4,11.6,eor
3379,19850514,10,11,2.7,10,1.6,6,10.1,0,3.3,11.4,947.2,19.1,52,22.9,14.3,12.3,eor
3379,19850515,10,8.5,1.6,10,0,0,1.4,0,4.7,11.5,951.3,14.9,68,19.2,12.7,11.9,eor
3379,19850516,10,10,1.9,10,0,0,9.1,0,3.3,14,951,17,74,21.3,10.1,8.5,eor
3379,19850517,10,10,1.4,10,0,0,4.4,0,6,14.2,953.8,18.6,68,22.6,14.1,11.7,eor
3379,19850518,10,11.4,2,10,13.6,6,2.5,0,6.3,13.8,953.4,15,80,20.9,12.6,12,eor
3379,19850519,10,8,1.7,10,0,6,7.4,0,5,12.7,953.7,16,71,19.7,11.8,11.6,eor
3379,19850520,10,5,1.3,10,8.3,6,1.2,0,7.3,13.6,949.1,16,75,18.9,12.2,11.1,eor
3379,19850521,10,10,2.6,10,10,6,0,0,8,13.2,947.2,13.2,87,16.2,11.9,11.5,eor
3379,19850522,10,11,2.6,10,11.6,6,1.7,0,6.7,10.6,945.1,9.9,86,14,9,10.9,eor
3379,19850523,10,12.5,2.4,10,1.8,6,10.7,0,3.7,9.7,946.2,12.2,68,17,7,6.1,eor
3379,19850524,10,5.5,1.1,10,0,0,13.2,0,1.3,10.8,951,16.6,60,21.5,6.7,5.8,eor
3379,19850525,10,8.5,1.4,10,0,0,13,0,2.7,11.2,954.4,19.6,52,24.3,10.7,9.8,eor
3379,19850526,10,8,0.9,10,0,0,12.8,0,0.7,14.1,952.9,21.2,58,26.2,13,13.2,eor
3379,19850527,10,10.8,1.4,10,3.7,6,8.7,0,5.3,14.7,951.4,21.1,58,27.9,14.8,13.8,eor
3379,19850528,10,15.7,1.9,10,14.6,6,5,0,6,15,954.2,16.4,78,23,13.8,14.4,eor
3379,19850529,10,8,2.3,10,13.7,6,3,0,7.3,13.9,954.6,15.4,78,19,12.7,12.4,eor
3379,19850530,10,6,1.7,10,0,0,3.6,0,5.3,13.3,957.1,15.4,76,18.8,13,12.9,eor
3379,19850531,10,10,1,10,0,6,10.4,0,2.3,13.4,958.5,17.6,68,23.4,11.5,11.6,eor
3379,19850601,10,8.4,1.6,10,0,0,11.6,0,2.3,11.6,958,18,57,22.9,12.6,11.9,eor
3379,19850602,10,7.5,1.6,10,0,6,4.1,0,4.3,12.3,957.2,14.6,73,17.7,11.7,10.5,eor
3379,19850603,10,8.5,2.2,10,0,0,10.9,0,2.7,13,956.3,17.7,66,22.3,11.4,11.1,eor
3379,19850604,10,5.5,1.3,10,0,0,12.6,0,1,14,953.6,21.2,58,26.2,12.7,11.9,eor
3379,19850605,10,10,2.2,10,0.7,6,10.2,0,3,14.5,951.6,21.3,58,27.2,17.2,15.4,eor
3379,19850606,10,11.2,2.5,10,3.2,6,9.9,0,4.3,15.4,951,20.4,64,27.5,16.2,14.6,eor
3379,19850607,10,10.3,2.7,10,2,6,1.8,0,6,14.9,949.4,16,80,18.6,14.8,14.8,eor
3379,19850608,10,10,2.7,10,3.9,6,0,0,8,10.4,951.3,8.8,88,14.8,7.4,10.1,eor
3379,19850609,10,12,3,10,0,6,6.2,0,4.3,7.1,954.7,11.9,54,14.5,6.4,5.7,eor
3379,19850610,10,19,4.6,10,5.4,6,2.8,0,6.3,9.1,951.2,12,63,17.1,8.1,9.8,eor
3379,19850611,10,13,3.3,10,6.3,6,5.2,0,6.7,9,955.5,10.5,70,14,7.5,7.8,eor
3379,19850612,10,12,2,10,5.9,6,2.2,0,7.7,9.8,946.7,15,59,18.3,8.9,7.4,eor
3379,19850613,10,13.9,2.8,10,1.4,6,7,0,6,9.2,947.9,13.7,59,17.8,10.6,10,eor
3379,19850614,10,7.5,1.3,10,12.3,6,10.8,0,5.3,10.8,949.2,17.8,54,22.6,8,7,eor
3379,19850615,10,9,2.4,10,2,6,3.9,0,6,9.5,954,12.1,68,18.5,9.3,10.4,eor
3379,19850616,10,6,1.5,10,0,0,8.1,0,4,7.5,954.5,13.7,48,17.4,7.9,7.3,eor
3379,19850617,10,10.5,1.9,10,1.5,6,7.1,0,6,8.8,954.3,12.7,61,15.1,10.1,9.8,eor
3379,19850618,10,6,1.4,10,0,0,4.3,0,4.7,9.1,955.3,12.6,62,16.5,9.9,9.4,eor
3379,19850619,10,8,1.8,10,9.1,6,8.2,0,5.3,9.5,948.2,16.6,52,21,7.4,6.6,eor
3379,19850620,10,13,3.9,10,8.5,6,2,0,8,11,948.6,11.1,83,17.2,10.4,11.1,eor
3379,19850621,10,8,3,10,0.3,6,7.6,0,5.3,10.3,950.7,14.8,63,19,10.2,9.6,eor
3379,19850622,10,6.5,2,10,19.6,6,0,0,8,13.1,948.2,13.1,84,17,11.2,11.7,eor
3379,19850623,10,8,2.3,10,1.6,6,4.7,0,5.7,10.9,949.3,13,74,17,10.1,10.1,eor
3379,19850624,10,12,2.3,10,4.7,6,2.5,0,6.7,12,951.7,13.1,78,16.9,10.5,9.2,eor
3379,19850625,10,12,3.4,10,0.5,6,7.1,0,6.3,9.8,957.5,15,60,18.1,10.6,10.2,eor
3379,19850626,10,10,2.5,10,4.3,6,6,0,7.3,12.6,956.7,15,73,19.9,11.7,10.6,eor
3379,19850627,10,16.8,2.4,10,6.9,6,4.6,0,6.7,10.9,956.7,13.1,73,16.5,10.9,10.4,eor
3379,19850628,10,10.5,2.3,10,0,6,5.3,0,6.7,10.9,956.1,14.1,69,18,10,8.8,eor
3379,19850629,10,5,0.9,10,0,0,9.9,0,2.3,11.9,956.2,18,60,22.5,11.7,10.4,eor
3379,19850630,10,4.8,0.8,10,2.9,6,11.7,0,2,13.4,956.6,20.6,58,25.4,12.6,11,eor
3379,19850701,10,10.7,1.8,10,10.6,6,4,0,5.7,14.3,954.2,17.4,73,22.2,14.4,14,eor
3379,19850702,10,6.6,2,10,0.1,6,7.6,0,5,12.4,957.6,16.6,67,20,13,13,eor
3379,19850703,10,9,2,10,0,0,13.4,0,0.3,11.2,959.2,18.5,54,22.6,11.1,9.8,eor
3379,19850704,10,11,2.7,10,0,0,13,0,1.7,12.4,956.1,19.5,56,24.5,12.4,11.5,eor
3379,19850705,10,6.5,1.6,10,0,0,11.9,0,2.7,15.1,955.6,19.2,67,24.9,14,12.7,eor
3379,19850706,10,8.5,2.3,10,2.7,6,2.9,0,7,17.6,959,18.3,82,23.5,16.3,15.8,eor
3379,19850707,10,7.9,1.9,10,0,0,7.3,0,5,12.9,961.6,18.6,63,22.4,15.3,15,eor
3379,19850708,10,8.9,1.6,10,0,6,9.3,0,4.7,11.3,957.3,17.7,56,22.5,12.4,11.4,eor
3379,19850709,10,8,1.6,10,2.3,6,11.2,0,4.3,11.6,955,17.4,58,22,13.7,13.2,eor
3379,19850710,10,7,1.7,10,0,0,7.1,0,5,12.6,955.7,17.2,65,20.5,13,12.5,eor
3379,19850711,10,4.5,0.6,10,0,0,5.6,0,5.3,11.2,956.7,18.3,55,21.9,11.9,10.8,eor
3379,19850712,10,6,0.9,10,0,0,12.2,0,3.7,13.1,958.3,20.4,57,25.4,12.6,11.4,eor
3379,19850713,10,5.2,0.8,10,0,0,11.9,0,0.7,14.8,959.5,22.2,57,27.1,15,13.6,eor
3379,19850714,10,9,0.7,10,5.1,6,12.9,0,0.3,16.7,956.4,25.2,55,31.4,15.4,14,eor
3379,19850715,10,14,1.7,10,2.3,6,4.3,0,5.3,18.2,958.7,20.6,75,25.8,19,17.2,eor
3379,19850716,10,9.9,1.5,10,0.3,6,4.2,0,7.7,17.4,957.5,21,69,26.8,16.5,15.3,eor
3379,19850717,10,5.8,1.2,10,0,0,7.8,0,3.7,15.4,959.2,20.8,64,24.3,16.9,15.9,eor
3379,19850718,10,7,1.2,10,0.8,6,12.9,0,1,14.1,952.3,23.1,53,28.7,14.5,13.4,eor
3379,19850719,10,14.9,2.7,10,0,6,9.1,0,5.3,15.7,951.1,23.1,58,26.5,18,16.3,eor
3379,19850720,10,10.3,1.7,10,5.3,6,4,0,6.7,17.3,953.1,18.7,77,25,16,19.5,eor
3379,19850721,10,11.8,2,10,7.5,6,8,0,5.7,11.7,961.5,15.1,69,17.5,12.5,12.4,eor
3379,19850722,10,9.5,1.5,10,0,0,11.2,0,1.7,11.4,962,19.8,51,24.2,12.6,11.4,eor
3379,19850723,10,13,3,10,0,0,12.8,0,1.7,15,960.5,21.8,56,26.6,16.9,15.4,eor
3379,19850724,10,7,1.3,10,0,0,13.1,0,0.3,15.5,959.9,21.8,60,26.5,17.1,15.2,eor
3379,19850725,10,6.8,0.8,10,0,0,12.8,0,0.3,14.8,957.1,23.8,51,29,16,14.6,eor
3379,19850726,10,7,1.3,10,0,6,12.6,0,1.3,16.1,950.9,25.9,50,32.4,17.6,16.2,eor
3379,19850727,10,5.8,1.5,10,0,0,2.5,0,6.7,17,952.4,22.6,63,25.9,20.1,19.9,eor
3379,19850728,10,9.5,1.6,10,0,6,10.5,0,4.7,17.9,948.4,25.4,58,30.8,17.8,17,eor
3379,19850729,10,13.4,2.4,10,16.9,6,7.1,0,6,18.2,946.6,19.9,73,31.1,16.5,17.5,eor
3379,19850730,10,8,3.1,10,11.4,6,3.3,0,8,14.7,949.7,16.5,79,21.3,13.7,13.6,eor
3379,19850731,10,13.8,3.9,10,0,6,6.9,0,6,12.5,950.4,16.8,68,20.6,12.6,12.3,eor
3379,19850801,10,8,1.4,10,1.2,6,7.2,0,5,13.6,953,17.8,66,23.2,13.9,12,eor
3379,19850802,10,8,2.1,10,0,0,7.5,0,4.3,13.2,956.9,17.6,68,21.4,13.9,13.9,eor
3379,19850803,10,11.5,2.4,10,2.9,6,10.4,0,3.7,12.8,952.8,21,54,26.2,13,12.1,eor
3379,19850804,10,8.5,2.3,10,0,0,5.8,0,5.7,11.3,952.9,17.9,58,21,14.2,13.6,eor
3379,19850805,10,13.5,2.5,10,25.6,6,11.4,0,2,13.8,944.7,23.3,50,30.9,14.8,13.7,eor
3379,19850806,10,8,2,10,45.8,6,0,0,8,13.1,944.9,11.4,94,22.8,10.1,13.3,eor
3379,19850807,10,10,3.3,10,9.4,6,5.7,0,7.3,10.2,952.9,12.1,73,16.6,10.1,9.9,eor
3379,19850808,10,10,2.4,10,0,0,1.1,0,5.3,11.7,954.7,15.8,67,18,10.8,10.6,eor
3379,19850809,10,2.5,0.7,10,0,0,9.7,0,2.3,13.3,952.2,19,63,24.2,12.6,11.3,eor
3379,19850810,10,13,2.4,10,2.5,6,3.8,0,7.7,13.4,951,17,68,27.2,12.8,13.5,eor
3379,19850811,10,6,1.3,10,0,0,7.9,0,3,14.5,954.7,19.2,66,24.2,13,12.5,eor
3379,19850812,10,9.5,1,10,2.1,6,12.2,0,1,17,955.4,23,61,29.2,16.4,15,eor
3379,19850813,10,7.2,1.6,10,0,0,10.4,0,2.7,18.3,956.5,24.5,61,29.5,17.1,15.6,eor
3379,19850814,10,6,0.7,10,0,0,12.3,0,0.3,17.2,956.3,24.8,57,32,17.3,16.6,eor
3379,19850815,10,11,1.6,10,0,0,11.8,0,1,17.9,956.6,25,56,30.3,19.7,18,eor
3379,19850816,10,18,2.2,10,9.1,6,7.9,0,4.7,17.3,955.7,19.6,73,27.8,16.5,16.4,eor
3379,19850817,10,9.2,1.9,10,11.8,6,1.7,0,6.3,14.8,956.6,15,84,16.7,13.6,14.9,eor
3379,19850818,10,9,1.5,10,0,0,8.6,0,4.3,11,956.6,15.8,65,19.6,10.5,10.4,eor
3379,19850819,10,13,1.8,10,4.2,6,6.6,0,5.3,14.2,952.1,20.4,61,25.5,12.4,11.2,eor
3379,19850820,10,10.5,2.4,10,0,6,8.1,0,3.7,13.3,957.5,18,64,21.8,16.2,15,eor
